date,precipitation,avg_temp,max_temp,min_temp
2013-12-01,1.58,11.9,20.7,3.2
2014-01-01,1.13,6,16.2,-4.2
2014-02-01,1.27,7.3,18.4,-3.8
2014-03-01,1.1,21.4,32.3,10.6
2014-04-01,5.04,39.7,50.2,29.2
2014-05-01,3.8,55.3,66.7,43.8
2014-06-01,6.71,66.4,77,55.7
2014-07-01,2.51,65.9,76.6,55.1
2014-08-01,5.2,67.1,77.6,56.6
2014-09-01,3.86,58.2,69.4,47.1
2014-10-01,3.07,46,55.6,36.5
2014-11-01,2.03,25.3,32.8,17.8
2014-12-01,1.36,24.1,30,18.2
2015-01-01,0.53,15.3,22.9,7.6
2015-02-01,0.42,7.6,18,-2.7
2015-03-01,0.73,30.7,42.3,19.2
2015-04-01,2.94,45,57.3,32.6
2015-05-01,4.65,56.6,68.3,44.8
2015-06-01,4.44,63.8,75,52.6
2015-07-01,3.38,68.4,79.7,57.1
2015-08-01,4,66.1,76.3,55.9
2015-09-01,4.39,64.7,75.2,54.1
2015-10-01,2.7,48.4,59,37.9
2015-11-01,3.42,39.4,48.2,30.5
2015-12-01,4.28,31.8,37.1,26.4
2016-01-01,0.84,16.2,23.7,8.6
2016-02-01,0.82,22.6,31,14.3
2016-03-01,3.93,36.8,46,27.6
2016-04-01,2.21,42.9,53.3,32.6
2016-05-01,3.06,56.1,68.8,43.3
2016-06-01,5.36,65.8,77.3,54.4
2016-07-01,5.2,69.9,80.6,59.3
2016-08-01,5.21,69.5,79.6,59.3
2016-09-01,5.99,62.6,72.1,53.1
2016-10-01,2.95,50.4,60.3,40.5
2016-11-01,1.84,41.6,51.2,32.1
2016-12-01,1.98,19.9,26.2,13.6
2017-01-01,2.03,19.4,26.4,12.5
2017-02-01,1.34,27.8,37.4,18.2
2017-03-01,1.99,30.2,39.3,21
2017-04-01,4.59,46.4,57.5,35.3
2017-05-01,4.94,53.3,64.1,42.5
2017-06-01,5.94,65.6,77.2,53.9
2017-07-01,4.46,68.8,80.1,57.5
2017-08-01,4.1,64.2,74.7,53.7
2017-09-01,1.9,62.2,73.8,50.6
2017-10-01,4.3,50,59.6,40.4
2017-11-01,0.91,31.4,39.5,23.3
2017-12-01,1.07,17.3,24.8,9.8
2018-01-01,1.2,15.2,24.5,6
2018-02-01,1.51,16.1,26.6,5.5
2018-03-01,0.92,29.7,40.2,19.1
2018-04-01,2.53,33.5,44.8,22.2
2018-05-01,4.7,62,74.9,49
2018-06-01,5.44,66.5,77,56
2018-07-01,3.11,69.8,81.4,58.3
2018-08-01,6.07,68.5,79.2,57.8
2018-09-01,5.52,61.2,71.3,51.2
2018-10-01,5.25,43.6,52.1,35.1
2018-11-01,1.94,27.3,33.4,21.2
2018-12-01,1.55,25.1,31.6,18.7
2019-01-01,1.43,13.1,21.3,5
2019-02-01,3.12,13.5,23.3,3.6
2019-03-01,1.34,25.7,37,14.4
2019-04-01,3.72,42.4,52.7,32
2019-05-01,5.56,51.8,62.3,41.2
2019-06-01,3.91,63.6,75.2,51.9
2019-07-01,5.33,71.3,82.1,60.5
2019-08-01,3.54,65.6,76.6,54.6
2019-09-01,7.03,62,70.9,53
2019-10-01,4.88,45,53.5,36.4
2019-11-01,2.03,28.2,34.4,22.1
2019-12-01,2.66,23.5,31.3,15.8
2020-01-01,1.34,21.5,28.7,14.4
2020-02-01,0.68,19.2,30,8.4
2020-03-01,3.04,34.3,42.7,26
2020-04-01,2.27,40.7,51.7,29.7
2020-05-01,3.97,54.1,65,43.1
2020-06-01,5,66.5,78.6,54.5
2020-07-01,5.55,71.9,82.8,61
2020-08-01,3.33,68.3,79.7,56.9
2020-09-01,3.17,57.3,67.4,47.2
2020-10-01,3,41.3,50.4,32.2
2020-11-01,2.06,38.6,48.1,29.1
2020-12-01,0.78,24.2,32,16.5
2021-01-01,0.84,20.3,27.5,13
2021-02-01,0.88,10.7,21,0.5
2021-03-01,1.87,36.9,47.9,26
2021-04-01,2.36,45,55.9,34
2021-05-01,2.99,54.9,66.4,43.3
2021-06-01,3.9,69.4,81.5,57.2
2021-07-01,4.36,69.4,80.9,57.9
2021-08-01,5.46,69.2,80.4,58
2021-09-01,2.07,61.2,73.4,49
2021-10-01,2.02,53.5,63,44
2021-11-01,1.24,33.9,42.9,24.8
2021-12-01,1.91,24.8,33.2,16.6
2022-01-01,0.5,9.2,19.6,-1.2
2022-02-01,0.65,14.9,25.8,4.1
2022-03-01,3.19,29.5,38.8,20.2
2022-04-01,3.39,39,48,30.1
2022-05-01,3.9,57.2,68.2,46.2
2022-06-01,3.04,65.5,77.6,53.4
2022-07-01,3.63,69.4,80.6,58.1
2022-08-01,4.9,67.5,77.9,57
2022-09-01,2.71,60.4,71.1,49.6
2022-10-01,1.17,47.2,58.8,35.7
2022-11-01,3.07,35.3,44.3,26.4
2022-12-01,2.13,19.2,26,12.3
2023-01-01,1.72,23,28.4,17.6
2023-02-01,2.41,21.7,31.6,11.8
2023-03-01,2.44,28.7,38.4,19.1
2023-04-01,4.04,43.4,54.1,32.6
2023-05-01,1.61,56.8,69.7,43.8
2023-06-01,1.89,66.6,79.7,53.4
2023-07-01,3.87,68.5,80.7,56.3
2023-08-01,2.44,67.6,79.1,56.1
2023-09-01,3.54,63.2,73.1,53.2
2023-10-01,4.17,49.4,58.3,40.4
2023-11-01,0.53,34.5,43.9,25
2023-12-01,1.47,32.1,38.5,25.8
