date,precipitation,avg_temp,max_temp,min_temp
1961-11-01,2.74,31.7,39.7,23.7
1961-12-01,1.27,16.1,24.2,8.1
1962-01-01,0.85,8.7,17.5,-0.1
1962-02-01,1.77,13.3,22.4,4.3
1962-03-01,1.35,27.1,36.2,18
1962-04-01,1.94,41.6,52.8,30.3
1962-05-01,4.48,58.9,69.6,48.3
1962-06-01,3.16,63.3,75,51.6
1962-07-01,3.61,65.3,76.4,54.2
1962-08-01,4.94,66.2,78.6,53.7
1962-09-01,3.33,55,66.2,43.9
1962-10-01,2.1,49.1,59,39.2
1962-11-01,0.5,33.4,41,25.8
1962-12-01,0.73,17.6,25.9,9.2
1963-01-01,0.53,3.1,11.4,-5.2
1963-02-01,0.54,10.1,21.4,-1.2
1963-03-01,1.94,30.4,41.6,19.2
1963-04-01,2.07,45.3,58.2,32.5
1963-05-01,2.94,52.8,65.1,40.5
1963-06-01,3.09,66.2,79.6,52.8
1963-07-01,3.08,69.8,82.6,57
1963-08-01,2.89,64.8,76.9,52.7
1963-09-01,3.51,58.6,70.2,47
1963-10-01,1.09,56.2,68.5,43.9
1963-11-01,1.54,37,45.7,28.4
1963-12-01,0.76,10.3,18.8,1.8
1964-01-01,0.72,19.7,28.9,10.4
1964-02-01,0.22,20.6,32,9.3
1964-03-01,1.46,26.4,36.4,16.4
1964-04-01,3.4,43.9,55.3,32.6
1964-05-01,4.38,59.4,72,46.8
1964-06-01,2.1,64.7,77.4,52
1964-07-01,3.56,71,83.6,58.4
1964-08-01,3.78,64.2,75.8,52.6
1964-09-01,5.02,56.8,66.9,46.6
1964-10-01,0.5,45.2,56.8,33.6
1964-11-01,2.09,35,44.2,25.9
1964-12-01,1.1,14.3,22.8,5.8
1965-01-01,0.9,10.4,20.2,0.5
1965-02-01,1.2,12.6,24,1.2
1965-03-01,2.4,20.8,29.9,11.7
1965-04-01,3.62,40,49.4,30.5
1965-05-01,4.39,58.1,70.4,45.9
1965-06-01,2.78,62.6,75,50.2
1965-07-01,4,66.4,78.5,54.4
1965-08-01,4.3,64.6,75.7,53.6
1965-09-01,7.67,54,63,45.1
1965-10-01,1.62,47.5,58.3,36.8
1965-11-01,2.81,32.3,40.4,24.2
1965-12-01,2.48,25.7,32.1,19.3
1966-01-01,1.06,5.3,16.1,-5.5
1966-02-01,1.23,16.9,26.9,6.9
1966-03-01,3.12,32.2,42,22.5
1966-04-01,1.76,39.8,49.7,30
1966-05-01,1.67,50,62.9,37.1
1966-06-01,3.06,65.3,78.1,52.6
1966-07-01,3.68,71.2,83.7,58.6
1966-08-01,4.4,64.5,75.7,53.2
1966-09-01,1.81,56.9,69,44.8
1966-10-01,2.32,46,57.5,34.5
1966-11-01,1.17,31.4,39,23.8
1966-12-01,1.69,18.2,26.1,10.4
1967-01-01,2.62,16.1,25.4,6.8
1967-02-01,1.07,9.8,21.6,-2
1967-03-01,1.35,28.4,38.5,18.4
1967-04-01,3.3,42.9,53.5,32.2
1967-05-01,2.33,49.2,61.9,36.5
1967-06-01,7.23,64.3,75.2,53.4
1967-07-01,2.14,66.1,77.9,54.3
1967-08-01,3.63,62.6,74.8,50.3
1967-09-01,2.11,56.7,69.4,44.1
1967-10-01,3.64,45.2,54.9,35.5
1967-11-01,0.93,28.9,36,21.8
1967-12-01,0.92,20.5,28.6,12.4
1968-01-01,0.88,13.7,22.8,4.6
1968-02-01,0.36,14.2,25,3.4
1968-03-01,1.17,36,48.1,24
1968-04-01,4.17,45.2,57.2,33.2
1968-05-01,4.56,51.8,63.1,40.5
1968-06-01,7.84,63.6,74.6,52.6
1968-07-01,4.45,67.6,78.8,56.3
1968-08-01,2.39,66.7,78.3,55
1968-09-01,5.73,58.4,68.6,48.2
1968-10-01,2.62,48.9,58.6,39.3
1968-11-01,1.11,32.3,39.4,25.2
1968-12-01,2.98,17.7,25.6,9.8
1969-01-01,2.7,11,19.3,2.6
1969-02-01,0.11,18.5,28.5,8.6
1969-03-01,1,23.7,35,12.5
1969-04-01,2.22,44.9,56.4,33.5
1969-05-01,2.95,55.5,68.2,42.8
1969-06-01,6.06,57.4,67.7,47
1969-07-01,3.72,67.8,79,56.6
1969-08-01,1.28,69,82.2,55.8
1969-09-01,2.32,58.1,69.6,46.6
1969-10-01,3.59,44,53,34.9
1969-11-01,0.95,30.8,39.5,22.1
1969-12-01,1.57,19.6,26.8,12.3
1970-01-01,0.67,6.2,15.7,-3.4
1970-02-01,0.26,14.8,27,2.7
1970-03-01,1.32,25.1,35.8,14.5
1970-04-01,1.82,43.9,54.9,32.8
1970-05-01,5.99,55.2,66.4,44.1
1970-06-01,2.63,65.8,77.6,53.9
1970-07-01,4.03,70.4,82.7,58.1
1970-08-01,1.5,67.3,80.3,54.3
1970-09-01,6.02,58.4,68.7,48.1
1970-10-01,4.12,48.6,57.9,39.2
1970-11-01,2.61,31.3,38.1,24.5
1970-12-01,1.43,18.1,26.6,9.6
1971-01-01,1.79,6.2,16.1,-3.7
1971-02-01,2.56,15.3,25,5.7
1971-03-01,1.32,24.6,34.2,15
1971-04-01,1.45,42.4,55.2,29.7
1971-05-01,3.21,51.6,65.1,38.1
1971-06-01,3.58,67.8,79.7,55.9
1971-07-01,3.82,65.4,77,53.7
1971-08-01,3.12,64.2,76.8,51.7
1971-09-01,3.53,60.2,71,49.4
1971-10-01,2.99,53.3,62.5,44
1971-11-01,2.74,32.7,40.1,25.3
1971-12-01,2.44,20.5,28,13
1972-01-01,0.92,7.4,18.4,-3.7
1972-02-01,0.74,11.8,22.6,1
1972-03-01,1.98,23.9,33.8,13.9
1972-04-01,2.25,38.4,48.9,27.9
1972-05-01,2.4,58.1,71.5,44.7
1972-06-01,3.11,62.2,75.4,48.9
1972-07-01,5.53,66.6,77.4,55.8
1972-08-01,6.44,66.3,76.4,56.2
1972-09-01,5.88,56.8,67,46.4
1972-10-01,2.69,43,52.4,33.6
1972-11-01,1.61,31.1,36.2,25.9
1972-12-01,2.42,13.8,21.5,6.1
1973-01-01,1.18,17.4,26.4,8.4
1973-02-01,0.94,19.8,28.7,10.9
1973-03-01,3.24,37.6,46.2,29
1973-04-01,4.19,41.6,51.1,32.2
1973-05-01,6.68,51,61.3,40.8
1973-06-01,3.07,65.8,77,54.6
1973-07-01,2.59,69.5,80.8,58.2
1973-08-01,3.97,68.8,79.3,58.3
1973-09-01,3.65,57.9,67.9,48
1973-10-01,2.66,52.3,62.8,41.7
1973-11-01,1.55,32.6,40,25.2
1973-12-01,1.76,17.5,25.2,9.7
1974-01-01,1.01,13.5,22,5
1974-02-01,1.05,15.4,26.8,4
1974-03-01,1.68,28.4,37.1,19.7
1974-04-01,3.12,44.3,55.8,32.8
1974-05-01,3.86,51.3,62.2,40.5
1974-06-01,4.35,61,73,49
1974-07-01,2.69,70.7,82.9,58.5
1974-08-01,4.33,64.8,76.1,53.5
1974-09-01,1.88,53.2,65,41.2
1974-10-01,1.84,46.5,57.4,35.7
1974-11-01,1.94,33.9,41.5,26.3
1974-12-01,1.23,23.2,30.5,15.8
1975-01-01,1.65,15.6,24.8,6.5
1975-02-01,1.2,16.8,26.3,7.4
1975-03-01,2.21,22.8,33.3,12.3
1975-04-01,3.69,36.8,46.8,26.7
1975-05-01,2.7,58.4,70.8,46
1975-06-01,4.77,64.4,74.8,53.9
1975-07-01,1.93,70.2,81.8,58.6
1975-08-01,5.72,67,78.5,55.4
1975-09-01,2.49,53.9,64.9,43
1975-10-01,0.94,49.3,61.8,36.8
1975-11-01,4.04,37,46.7,27.2
1975-12-01,1.14,19.2,27.1,11.2
1976-01-01,1.34,10,20.8,-0.7
1976-02-01,1.38,24.1,34.2,14
1976-03-01,3.77,29.7,39.5,19.8
1976-04-01,3.11,46,58.1,33.9
1976-05-01,2.11,52.7,65.8,39.5
1976-06-01,2.15,66.6,80,53.3
1976-07-01,2.8,70,83.9,56.1
1976-08-01,1.76,66.4,80.3,52.5
1976-09-01,0.95,56.6,70.8,42.3
1976-10-01,0.99,41.4,53,29.8
1976-11-01,0.23,24.7,34.7,14.7
1976-12-01,0.47,8.4,19.4,-2.5
1977-01-01,0.57,0.6,10.9,-9.7
1977-02-01,0.94,18.7,29,8.4
1977-03-01,4.02,35.8,45.1,26.6
1977-04-01,3.2,48.9,61.6,36.2
1977-05-01,2.65,63,77,49.1
1977-06-01,4.04,63.1,75.1,51.2
1977-07-01,4.78,71,82.6,59.4
1977-08-01,4.69,62.8,74.1,51.5
1977-09-01,4.51,58.1,66.8,49.3
1977-10-01,2.52,45.8,56.5,35.1
1977-11-01,2.56,31.6,39.5,23.7
1977-12-01,1.76,15.8,23.5,8.1
1978-01-01,0.89,7.7,17.6,-2.1
1978-02-01,0.32,9.9,21.9,-2
1978-03-01,0.38,26,37.8,14.3
1978-04-01,3.58,41.4,52.1,30.8
1978-05-01,4.04,56.5,69,44
1978-06-01,4.47,63.5,75.7,51.2
1978-07-01,6.77,66.9,76.9,56.8
1978-08-01,4.71,67,78.5,55.5
1978-09-01,5.09,61.8,73,50.6
1978-10-01,1.44,45.9,56,35.7
1978-11-01,2.27,30.8,40.1,21.5
1978-12-01,1.34,14.4,23.4,5.5
1979-01-01,1.54,2.5,12,-7
1979-02-01,1.28,8.3,19.4,-2.8
1979-03-01,3.52,27.7,36.4,19
1979-04-01,1.91,39.6,49.7,29.6
1979-05-01,3.71,51.8,63.6,40
1979-06-01,4.35,63,74.9,51.1
1979-07-01,3.42,68.2,80,56.5
1979-08-01,5.14,64.7,74.8,54.6
1979-09-01,0.99,59.3,71.2,47.3
1979-10-01,3.64,44.4,53.8,35
1979-11-01,2.01,31.2,38.6,23.8
1979-12-01,0.83,24.2,33,15.3
1980-01-01,1.69,13.6,22.2,5
1980-02-01,0.41,14.1,24.5,3.7
1980-03-01,0.75,24.8,35,14.5
1980-04-01,2,44.7,56.4,33
1980-05-01,2.49,57.5,71.5,43.6
1980-06-01,5,63.1,75.2,51
1980-07-01,3.46,70.3,82.4,58.2
1980-08-01,7.81,67.4,77.4,57.4
1980-09-01,6.2,57.2,67.6,46.9
1980-10-01,1.88,42.2,52,32.3
1980-11-01,0.77,33.3,41.8,24.8
1980-12-01,0.97,17.6,25.6,9.7
1981-01-01,0.13,15.1,25.5,4.8
1981-02-01,2.45,21.3,30.6,12
1981-03-01,0.7,33,43.9,22.1
1981-04-01,4.26,45.6,56.9,34.4
1981-05-01,1.93,53.2,66.3,40
1981-06-01,5.09,64.4,75.4,53.3
1981-07-01,3.39,68.2,79.3,57.1
1981-08-01,4.95,66.7,77,56.5
1981-09-01,2.89,56.2,67.2,45.2
1981-10-01,3.29,43.6,53.3,33.9
1981-11-01,0.89,35.7,44.9,26.5
1981-12-01,1.05,18.6,26.4,10.7
1982-01-01,1.8,3.3,14.3,-7.7
1982-02-01,0.26,14.6,25.4,3.8
1982-03-01,1.95,26.9,35.8,17.9
1982-04-01,3.17,39,50.4,27.7
1982-05-01,4.2,59.2,70.5,48
1982-06-01,2.71,58.8,71.2,46.3
1982-07-01,5.37,69.6,80.9,58.4
1982-08-01,3.47,64.7,76,53.4
1982-09-01,3.54,56.7,66.4,46.9
1982-10-01,3.64,47.9,58,37.8
1982-11-01,3.67,31.1,38.9,23.4
1982-12-01,2.81,25.4,32.5,18.2
1983-01-01,1.03,18.7,26.4,11.1
1983-02-01,1.2,25.2,32.2,18.2
1983-03-01,1.93,31.5,39,24
1983-04-01,2.27,39.5,49.1,29.9
1983-05-01,4.39,49.9,60.9,38.9
1983-06-01,2.31,64.5,76.5,52.5
1983-07-01,3.95,72.8,84.3,61.2
1983-08-01,4.96,71,82.5,59.6
1983-09-01,4.52,59.1,69.7,48.4
1983-10-01,3.06,47,56.6,37.4
1983-11-01,3.72,34.2,41,27.3
1983-12-01,1.45,6.9,15.6,-1.8
1984-01-01,0.51,11.2,20.5,1.9
1984-02-01,1.39,27.2,35.7,18.8
1984-03-01,1.32,23.7,33.2,14.2
1984-04-01,3.63,44.5,55,33.9
1984-05-01,2.79,51.9,63.8,40
1984-06-01,5.34,65.8,76.9,54.7
1984-07-01,3.38,67.6,79.4,55.8
1984-08-01,3.27,69.2,80.4,58
1984-09-01,4.25,55.9,67.2,44.6
1984-10-01,4.68,49.5,58.6,40.3
1984-11-01,2.2,32.2,41.2,23.2
1984-12-01,2.22,20.2,29.1,11.3
1985-01-01,0.71,10.2,20,0.4
1985-02-01,1.27,14.6,24.3,4.9
1985-03-01,2.77,34.1,43.9,24.2
1985-04-01,2.42,47.9,59.1,36.7
1985-05-01,3.21,58.6,71.3,46
1985-06-01,2.98,61.2,73.4,48.9
1985-07-01,3.3,67.9,80.5,55.3
1985-08-01,4.83,64.1,74.7,53.5
1985-09-01,6.25,58,67.8,48.2
1985-10-01,3.25,46.2,56.7,35.7
1985-11-01,4.26,26.6,33.9,19.4
1985-12-01,1.61,7.5,17.5,-2.4
1986-01-01,0.67,14.7,24.5,5
1986-02-01,1.3,15.7,25,6.4
1986-03-01,1.85,32.1,42.5,21.7
1986-04-01,2.86,47.8,59.2,36.3
1986-05-01,2.14,57.2,69.3,45.2
1986-06-01,4.41,63.9,76.2,51.7
1986-07-01,5.49,70.1,80.5,59.7
1986-08-01,3.78,63.2,74.4,52
1986-09-01,8.38,58.1,67.2,49
1986-10-01,2.69,46.6,56.4,36.7
1986-11-01,1.14,28,36.8,19.2
1986-12-01,0.5,22.1,29.1,15.1
1987-01-01,0.67,19.4,27.5,11.4
1987-02-01,0.15,27.1,37.2,17
1987-03-01,1.38,35.1,45.4,24.7
1987-04-01,1.93,48.5,62.1,34.9
1987-05-01,3.32,58.4,71.2,45.6
1987-06-01,2.34,68,80.8,55.2
1987-07-01,5.34,71.8,82.8,60.8
1987-08-01,3.79,66.2,76.6,55.8
1987-09-01,2.82,59.2,70.7,47.6
1987-10-01,1.9,41.2,51.6,30.8
1987-11-01,2.88,36.1,44.1,28.1
1987-12-01,2.06,24.8,31,18.7
1988-01-01,1.31,9.8,20,-0.4
1988-02-01,0.32,12.6,23.8,1.4
1988-03-01,1.57,30.5,40.4,20.5
1988-04-01,1.95,44,56.8,31.1
1988-05-01,1.32,59.5,74.7,44.2
1988-06-01,1.54,68.2,83.2,53.3
1988-07-01,2.61,72.4,86,58.8
1988-08-01,4.24,70.9,82.4,59.3
1988-09-01,4.43,59.3,70.9,47.8
1988-10-01,1.67,41.2,51.8,30.5
1988-11-01,3.42,33.9,40.7,27.1
1988-12-01,1.21,18.8,28.1,9.5
1989-01-01,0.71,21.1,30.3,11.9
1989-02-01,0.47,10,21.2,-1.1
1989-03-01,1.92,25,35.1,14.8
1989-04-01,1.43,41.3,52.8,29.9
1989-05-01,4.1,54.2,66.9,41.5
1989-06-01,2.63,62.7,74.6,50.9
1989-07-01,3.17,70.3,82.3,58.4
1989-08-01,3.99,66.9,78.4,55.4
1989-09-01,1.88,57.3,69.8,44.8
1989-10-01,2.41,47.8,60.1,35.4
1989-11-01,1.3,28.2,36.9,19.5
1989-12-01,0.47,8.5,17.8,-0.7
1990-01-01,0.94,24.1,33.5,14.6
1990-02-01,0.74,20.4,31.9,8.9
1990-03-01,2.9,33.3,43.6,23.1
1990-04-01,2.71,45.5,57.3,33.7
1990-05-01,4.23,51.8,63.6,40.1
1990-06-01,6.63,64.9,76.1,53.6
1990-07-01,3.14,67.8,78.7,56.9
1990-08-01,5.41,66.7,77.5,55.9
1990-09-01,3.67,60.3,70.9,49.6
1990-10-01,2.81,45.1,56.5,33.8
1990-11-01,1.26,36.9,46.5,27.2
1990-12-01,1.57,17.7,27,8.6
1991-01-01,0.65,10.6,20.3,0.8
1991-02-01,0.64,22.1,32.6,11.6
1991-03-01,2.88,32,42.2,21.9
1991-04-01,3.88,46.7,58.2,35.1
1991-05-01,4.85,59.6,70,49.2
1991-06-01,3.66,68.2,79.7,56.8
1991-07-01,4.85,68.4,79,57.7
1991-08-01,2.39,68.1,79.6,56.6
1991-09-01,4.75,56.4,66.7,46.1
1991-10-01,3.36,45.4,56,34.7
1991-11-01,5.28,26.3,34.4,18.2
1991-12-01,1.28,20.8,29.4,12.2
1992-01-01,0.79,20.3,27.4,13.1
1992-02-01,0.82,25.4,33,17.8
1992-03-01,1.9,30.1,39.4,20.8
1992-04-01,3.04,40.4,49.3,31.6
1992-05-01,2.05,56.2,69.7,42.7
1992-06-01,2.15,61.6,73.7,49.4
1992-07-01,4.27,63.3,73.7,52.9
1992-08-01,2.87,62.7,74.4,50.9
1992-09-01,5.84,56.4,66.9,45.9
1992-10-01,1.65,45.2,56.1,34.2
1992-11-01,3.79,30.5,35.9,25.2
1992-12-01,1.84,20.7,28.2,13.2
1993-01-01,1.42,15.1,24.6,5.6
1993-02-01,0.48,16.8,26.4,7.3
1993-03-01,1.15,28.4,38.7,18.1
1993-04-01,4.32,39.8,50,29.6
1993-05-01,4.87,54.8,65.7,43.9
1993-06-01,7.12,61.5,71.8,51.1
1993-07-01,4.95,67.9,77.4,58.3
1993-08-01,4.01,67.9,78.3,57.5
1993-09-01,3.36,52.5,62.7,42.4
1993-10-01,1.61,44.1,55.2,33.1
1993-11-01,1.78,30.2,37.8,22.6
1993-12-01,0.58,21.6,28,15.3
1994-01-01,1.27,3.9,14,-6.2
1994-02-01,1.11,11.7,22.1,1.3
1994-03-01,0.76,31.6,41.6,21.6
1994-04-01,3.62,43.3,55.4,31.2
1994-05-01,1.79,55.4,69,41.8
1994-06-01,3.67,66.5,78.6,54.3
1994-07-01,4.99,67,77.3,56.6
1994-08-01,3.98,64,74.6,53.4
1994-09-01,5.23,61.1,71.2,51.1
1994-10-01,1.73,49.4,59.2,39.5
1994-11-01,2.21,36.5,45,28
1994-12-01,0.53,25.3,33.4,17.3
1995-01-01,0.74,16.8,24.4,9.2
1995-02-01,0.34,17.8,27.4,8.2
1995-03-01,2.17,32.3,42.3,22.3
1995-04-01,2.94,38.4,48.5,28.3
1995-05-01,3.64,53.8,65.7,42
1995-06-01,2.25,68.5,80.7,56.2
1995-07-01,3.54,70,81,58.9
1995-08-01,7.24,71.8,81.2,62.4
1995-09-01,2.11,56.4,68.1,44.6
1995-10-01,4.95,47.3,56.8,37.8
1995-11-01,1.97,24.4,32.1,16.7
1995-12-01,0.99,16.2,24.3,8.1
1996-01-01,2.64,10.1,21.3,-1.2
1996-02-01,0.7,15.8,25.8,5.7
1996-03-01,1.5,23.1,33.6,12.6
1996-04-01,2.42,38.8,50.1,27.5
1996-05-01,2.56,51.5,62.4,40.6
1996-06-01,6.4,64.4,74.8,54.1
1996-07-01,4.27,65.7,76.6,54.8
1996-08-01,2.38,67.1,78.9,55.4
1996-09-01,2.43,58.8,69.1,48.4
1996-10-01,3.61,46.7,58,35.5
1996-11-01,2.28,25.8,33.2,18.5
1996-12-01,1.81,17.9,24.9,10.9
1997-01-01,1.98,11.6,20.4,2.9
1997-02-01,0.88,20.7,30,11.4
1997-03-01,1.87,28.9,38.2,19.5
1997-04-01,0.97,41.1,53,29.2
1997-05-01,3.01,49.3,60.8,37.7
1997-06-01,4.11,66,78.3,53.8
1997-07-01,4.99,67.7,78.2,57.1
1997-08-01,4.18,63.6,73.9,53.4
1997-09-01,2.9,59.4,70,48.7
1997-10-01,2.18,47.5,58.1,36.9
1997-11-01,0.73,29.7,36.7,22.7
1997-12-01,0.63,26.2,32.6,19.8
1998-01-01,1.79,20.3,26.8,13.8
1998-02-01,1.59,31.6,38.6,24.5
1998-03-01,3.65,31.3,39.6,23
1998-04-01,2.34,47,59,35
1998-05-01,3.42,60.9,74.1,47.8
1998-06-01,6.22,63.5,74.1,52.9
1998-07-01,1.71,69.4,81.1,57.6
1998-08-01,4.21,68.9,80,57.9
1998-09-01,2.3,63.1,76,50.1
1998-10-01,2.74,49,59.2,38.9
1998-11-01,1.77,37.2,44.9,29.5
1998-12-01,0.69,25.4,35.1,15.8
1999-01-01,2.13,12,20.7,3.2
1999-02-01,1.18,26.6,35.4,17.9
1999-03-01,0.53,31.8,42.9,20.8
1999-04-01,4.13,46.6,57.8,35.3
1999-05-01,4.88,58,69.5,46.4
1999-06-01,4.18,65.4,76.6,54.2
1999-07-01,7.58,72.4,83.4,61.5
1999-08-01,3.28,65.9,76.4,55.3
1999-09-01,2.12,57.8,70,45.7
1999-10-01,1.28,45.7,57.5,33.9
1999-11-01,1.25,39.6,50.6,28.6
1999-12-01,0.71,22.7,31,14.3
2000-01-01,1.17,15.1,24.8,5.3
2000-02-01,1.27,25.3,35.5,15.1
2000-03-01,1.36,38.4,49.4,27.4
2000-04-01,2.42,42.9,54.7,31.1
2000-05-01,4.26,57.1,68.8,45.4
2000-06-01,6.69,62.8,73.5,52.1
2000-07-01,4.33,67.6,78.1,57.1
2000-08-01,3.8,67.6,78.2,56.9
2000-09-01,3.78,58.1,69.4,46.8
2000-10-01,0.89,50.5,61.8,39.2
2000-11-01,2.71,32.4,39,25.7
2000-12-01,1.51,8.6,17.6,-0.3
2001-01-01,1.17,19.1,28.2,10
2001-02-01,1.65,14.8,24.8,4.9
2001-03-01,0.68,28,37.7,18.2
2001-04-01,4.86,46.8,58.1,35.5
2001-05-01,4.91,57,68.3,45.6
2001-06-01,4.73,64.4,75.2,53.7
2001-07-01,2.61,70,82.1,57.8
2001-08-01,4.48,69.7,81.1,58.3
2001-09-01,4.04,57.3,68,46.6
2001-10-01,2.43,46.1,56.5,35.8
2001-11-01,2.26,43.2,52.7,33.8
2001-12-01,1.23,27.5,34.9,20
2002-01-01,0.5,24,32.2,15.9
2002-02-01,1.78,26.7,36.1,17.4
2002-03-01,2.27,24.8,34.7,14.9
2002-04-01,4.21,42.9,53.2,32.6
2002-05-01,3,50.8,62.4,39.1
2002-06-01,5.64,66.4,77.1,55.6
2002-07-01,3.63,72.7,84,61.4
2002-08-01,4.58,67.4,78.5,56.4
2002-09-01,4.57,61.6,72.7,50.4
2002-10-01,3.93,42.1,50.7,33.4
2002-11-01,0.39,31.4,39.8,23.1
2002-12-01,0.58,24.2,32.2,16.3
2003-01-01,0.36,13.7,22.5,4.9
2003-02-01,0.64,13.7,24.8,2.6
2003-03-01,1.85,29.1,39.9,18.3
2003-04-01,2.76,42.6,54.7,30.4
2003-05-01,4.82,53.8,65.9,41.6
2003-06-01,3.35,63.1,75.1,51.1
2003-07-01,3.28,68.4,80,56.7
2003-08-01,1.96,70.1,82.4,57.9
2003-09-01,3.15,59.4,70.9,47.8
2003-10-01,1.37,46.8,58.3,35.3
2003-11-01,3.17,32.9,40.6,25.1
2003-12-01,1.31,24.8,32.8,16.7
2004-01-01,0.81,10.7,19.2,2.3
2004-02-01,1.66,20.8,30.6,11
2004-03-01,3.08,33.6,42.4,24.8
2004-04-01,2.17,44.6,57.2,31.9
2004-05-01,7.54,53.1,64.6,41.6
2004-06-01,4.57,62,73.2,50.7
2004-07-01,3.1,66.8,77.7,55.9
2004-08-01,3.05,62.2,73.2,51.2
2004-09-01,2.17,63.1,75.2,50.9
2004-10-01,3.61,48.2,58.4,38
2004-11-01,1.65,36.7,45,28.4
2004-12-01,1.5,20.4,29,11.9
2005-01-01,1.66,14.2,22.6,5.8
2005-02-01,1.24,24.8,33.5,16.1
2005-03-01,1.22,27.4,38.7,16.1
2005-04-01,1.6,47.7,60.7,34.7
2005-05-01,2.61,52.7,63.4,41.9
2005-06-01,3.81,69.4,81,57.8
2005-07-01,3.08,70.7,82.7,58.7
2005-08-01,2.7,68.2,79.8,56.5
2005-09-01,3.77,63.3,75.5,51.2
2005-10-01,2.92,49.6,60.5,38.7
2005-11-01,2.92,34.5,43.4,25.6
2005-12-01,1.02,18.3,24.8,11.8
2006-01-01,1.4,27.7,34.4,21.1
2006-02-01,0.75,18.4,28.1,8.6
2006-03-01,2.09,31.6,41.2,22.1
2006-04-01,2.62,49,61.7,36.4
2006-05-01,4.16,56.5,67.3,45.7
2006-06-01,2.22,65.1,77.5,52.6
2006-07-01,3.5,72.8,85.4,60.3
2006-08-01,4.34,68,78.9,57.1
2006-09-01,3.19,56.4,67.1,45.7
2006-10-01,2.32,42.8,53,32.7
2006-11-01,1.71,36.4,44.4,28.4
2006-12-01,1.78,27.2,34.2,20.2
2007-01-01,0.93,20.3,28.3,12.3
2007-02-01,1.11,11.7,20.6,2.8
2007-03-01,2.29,34.6,45,24.2
2007-04-01,2.48,42.8,54.2,31.5
2007-05-01,2.62,59.1,71.9,46.3
2007-06-01,2.99,66.9,79.4,54.4
2007-07-01,3.06,69.5,81.6,57.3
2007-08-01,6.94,68.4,79.1,57.7
2007-09-01,3.3,61.1,72.8,49.4
2007-10-01,4.85,52.6,62.2,43
2007-11-01,0.31,32.8,40.9,24.6
2007-12-01,2.61,17.1,25.2,9
2008-01-01,1.32,14.7,23.2,6.1
2008-02-01,1.61,13.2,23.7,2.8
2008-03-01,1.1,25.4,36.1,14.6
2008-04-01,5.19,42.9,53.2,32.6
2008-05-01,3.11,52,64.8,39.2
2008-06-01,6.19,64.4,75.3,53.6
2008-07-01,3.97,69,80.6,57.4
2008-08-01,1.67,66.5,79.2,53.8
2008-09-01,2.67,60.5,71.4,49.7
2008-10-01,2.12,46.7,57.1,36.3
2008-11-01,1.28,33.3,41.3,25.3
2008-12-01,2.49,12.7,23.2,2.2
2009-01-01,0.63,6.1,16.9,-4.6
2009-02-01,1.1,20.4,30.6,10.1
2009-03-01,2.17,30.1,40.8,19.4
2009-04-01,3.08,43,54.4,31.6
2009-05-01,2.88,55.1,67.2,43
2009-06-01,3.29,63.6,74.7,52.4
2009-07-01,2.17,63.7,74.8,52.5
2009-08-01,4.79,64.8,75.7,54
2009-09-01,1.15,61.4,73.7,49.1
2009-10-01,5.36,42.2,49.7,34.7
2009-11-01,0.85,40,49.1,31
2009-12-01,2.29,18.2,25.6,11
2010-01-01,0.89,15.1,22.9,7.4
2010-02-01,0.57,20,29.8,10.2
2010-03-01,0.73,37.4,49.4,25.5
2010-04-01,2.34,50,63,36.9
2010-05-01,3.15,57.6,69.8,45.5
2010-06-01,7.12,65.1,75,55.1
2010-07-01,7.5,71.4,81.5,61.3
2010-08-01,4.64,70.8,81.3,60.3
2010-09-01,6.31,56.9,67.3,46.4
2010-10-01,2.34,49.5,62,36.9
2010-11-01,1.71,34.9,43.5,26.2
2010-12-01,1.72,16.9,24.4,9.5
2011-01-01,0.91,12.2,20.1,4.4
2011-02-01,1.13,18.5,27.7,9.2
2011-03-01,2.38,28,38,18
2011-04-01,3.71,41.7,51.4,32
2011-05-01,3.05,54,64.7,43.2
2011-06-01,4.22,64.3,75.2,53.4
2011-07-01,4.61,73.2,84.1,62.3
2011-08-01,3.04,68.2,79.7,56.8
2011-09-01,3.08,57.3,67.8,46.7
2011-10-01,1.51,49.8,61.2,38.4
2011-11-01,1.95,36.7,44.8,28.5
2011-12-01,1.45,25.7,33.3,18.1
2012-01-01,1.02,20.8,29.8,11.8
2012-02-01,1.29,26.6,35.1,18
2012-03-01,2,45.6,56.1,35.1
2012-04-01,2.68,45.1,56.8,33.3
2012-05-01,4.81,59.6,72.2,46.9
2012-06-01,3.34,67.1,79.7,54.6
2012-07-01,3.19,74.8,87.2,62.5
2012-08-01,2.34,67.1,79.6,54.6
2012-09-01,1.5,57.7,71.3,44.1
2012-10-01,3.78,44.8,55.3,34.4
2012-11-01,1.11,34.4,43.3,25.5
2012-12-01,1.74,25.1,32.3,17.9
2013-01-01,1.69,16.8,26,7.5
2013-02-01,1.63,17,26.2,7.8
2013-03-01,1.93,23.9,33.7,14.1
2013-04-01,4.85,37.8,46.8,28.8
2013-05-01,5.37,55.2,67,43.3
2013-06-01,6.21,63.9,74.3,53.5
2013-07-01,2.46,68.9,79.8,58
2013-08-01,2.77,67.6,79.6,55.5
2013-09-01,2.17,60.8,73,48.5
2013-10-01,3.54,46.7,56.6,36.8
2013-11-01,2.33,30.8,39,22.6
